,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
11_cell_E08_fld8_7,8.060221635,5.151425254,10.17673535,7.126893953,9.95837175,6.61734755,8.97111638,9.16508404,2.531850459,6.717496983,8.220465618,8.986482502,4.395402479,9.856043821,8.154826616,9.633622834,7.477723343,5.879474395,9.237097647,4.423079699,6.23161009,9.002403191,6.157156752
11_cell_E08_fld8_8,8.297142646,4.837327586,8.004853027,6.695900586,8.127760099,6.654515654,8.270566099,8.318717496,2.278590517,6.222890053,8.376199687,8.738400137,4.705137231,9.770570136,7.410558761,9.666286561,6.677701447,5.120878919,8.949519517,3.032967365,5.309472366,3.881476299,5.668332968
11_cell_E08_fld8_9,7.25209838,4.04252457,8.893972604,7.303021384,9.824453897,5.231418562,7.261418288,8.911698798,3.424374167,6.519831225,8.204656124,9.185780265,4.748136723,10.60347256,8.889245713,10.77052045,7.418970489,5.523646266,9.442738178,2.884196302,5.868160233,7.992283507,3.688528137
11_cell_E08_fld8_10,8.435767222,4.18176826,10.20000434,7.171789204,9.93275937,6.313487689,8.161493163,9.415125322,3.163155766,7.368027043,6.815971024,9.548711424,4.676070392,11.24632022,9.145886598,11.20911598,7.571498195,5.862467132,9.704279013,3.52041145,5.849463859,7.357858128,4.200353743
11_cell_E08_fld8_11,9.292026542,4.876982649,10.70073237,8.253430519,9.882348717,7.837452064,8.318660703,10.08989581,3.480328506,7.598254425,7.261439195,9.714208402,5.243009767,11.91363,9.516471055,11.7308329,8.126153076,6.183788473,10.12334764,4.26758097,6.358012102,7.733565206,4.043807098
11_cell_E08_fld8_12,7.394746575,4.156390124,10.64218041,7.398756602,10.39745241,4.825342762,7.972326563,8.893678459,3.237787404,7.091536893,3.797098982,9.161523044,4.505870415,10.77380444,8.64825223,10.55857021,8.119615423,5.487989652,9.810913175,5.01244811,6.541769466,7.787188183,3.986925347
11_cell_D06_fld2_2,8.14592853,3.878067357,10.54208196,6.851055993,9.674145208,6.694548832,8.142958298,8.636645174,2.225743239,5.2963261,4.911622614,8.696268639,4.092032959,9.476857562,7.169203242,8.958120586,7.668395195,5.357198137,9.993560102,-0.830081737,5.772009877,6.908695857,4.897645309
11_cell_D06_fld2_3,8.965113837,2.804261522,9.641840237,7.152610228,9.163969367,5.219562342,8.778750005,9.06005886,2.590752518,6.666310919,9.329879387,9.510812017,4.739615795,11.14648177,8.941494764,10.97139431,7.700589562,6.107855644,10.1886209,1.665955026,5.742328556,6.844947123,3.372748203
11_cell_D06_fld2_4,9.096176878,3.518104266,8.673102656,6.107677797,10.25001951,5.705951274,8.753652248,8.886978701,1.973721316,6.286531,7.918992291,9.03989222,4.297293619,10.04567105,7.915728052,9.795811335,7.578645804,5.701258715,9.819868199,3.133264456,5.659261354,7.296605192,3.438174708
11_cell_D06_fld2_5,8.893736952,3.663290941,9.499337517,6.838604624,10.49627546,5.864037908,8.310829118,9.268224887,2.196834771,6.42791091,10.21450055,9.062882172,4.68906367,11.19656821,9.055554579,10.87932252,7.30166889,6.797858345,10.03441302,3.033563767,6.112011389,8.162666929,3.787355058
11_cell_D06_fld2_7,6.596801751,2.342297902,7.243697374,4.137361922,7.773090973,4.302527065,6.204852795,5.893622446,1.469851914,3.070608037,6.759975081,6.830006187,2.970658279,6.836309197,3.863318151,6.012796683,4.966833911,3.891208947,6.91686329,0.538846749,3.248324269,2.658338416,2.860241444
11_cell_D06_fld2_9,7.97193422,2.822216213,10.28046189,6.465743315,9.355497973,4.998546481,6.461140113,8.547198348,2.27651407,4.798088515,8.978802568,8.245723716,3.859418451,9.486028676,7.427559287,9.180718149,7.134659843,5.0015564,8.846692413,3.305898751,4.872209327,6.509237561,2.713321165
11_cell_D06_fld2_10,8.392363656,2.605535513,10.03215709,6.441382234,7.982925371,5.956446261,8.054811311,8.566316141,8.287556346,5.569021615,7.991806693,8.644666583,4.514328155,9.356354606,6.795423879,8.9280356,6.54272262,5.009833018,8.944627641,1.2050137,4.567567691,4.987669474,2.559670183
11_cell_D06_fld2_11,9.541158704,3.936215881,9.11992296,6.53674626,9.325366468,8.261586227,8.603973334,8.96326976,2.923694172,6.499261207,8.472801172,9.06623722,4.489133114,10.7058251,8.644313323,10.37666821,7.514725157,5.904928635,9.302934802,2.686284784,5.375517133,6.12703361,4.590110066
11_cell_D06_fld2_12,9.33168155,3.551439865,9.365766812,7.369041734,9.454653148,7.048306238,8.680289658,9.671692821,3.052881956,6.728578725,11.39708888,9.566152087,4.992552852,11.54204068,9.034907963,11.18702968,8.189518531,6.158397293,10.09833093,3.984226011,5.90727593,6.307674348,4.04392971
11_cell_D06_fld2_13,9.224171015,3.242257714,10.7410147,6.619753847,9.141457919,7.534572299,8.334034609,7.763680391,2.512165083,6.185225489,7.043551325,9.13982751,4.488714575,10.64302779,8.932676997,10.82516147,6.710665717,5.846165627,8.641666566,3.00476958,5.360742071,6.816675004,4.10479649
11_cell_C04_fld2_3,8.467336266,4.197677637,11.65268756,8.031433611,9.28257743,6.931056146,8.200194256,9.239122064,3.301462237,6.918515852,7.240202625,9.502497464,5.215668936,10.82391925,8.660652523,10.6560973,7.77601558,6.091679446,10.09885353,4.592037016,6.241282138,5.893512619,2.457085478
11_cell_C04_fld2_5,8.517110728,3.413106096,10.17914277,6.823327821,7.99866949,6.645258202,6.919362839,7.854288542,1.739893267,5.996578807,5.285489832,8.615215571,4.876978195,9.43609284,7.186325965,9.244594987,6.217158537,5.055353859,9.011876943,2.501913823,4.882005334,5.173411408,3.544127737
11_cell_C04_fld2_8,7.725065552,4.728000093,9.511329275,6.776118234,8.212279598,5.866136553,7.13346778,8.838558601,2.285619015,6.031191061,4.584158726,8.923924382,4.670741865,9.8134894,7.631975824,9.629278212,6.70020368,5.143497692,9.434711255,1.437037578,5.012482726,4.818888251,5.921266261
11_cell_C04_fld2_9,8.320697859,4.297366102,10.69291982,7.608386022,7.311661305,6.312234919,7.728308606,8.590943274,2.393664581,7.028985343,8.013467899,9.007417675,4.938201806,10.17193482,8.080541357,10.13575621,6.915568143,5.663494771,9.521861886,3.168953842,5.509843629,5.97723874,3.572974092
11_cell_C04_fld2_10,8.763808197,4.284554501,11.76453158,7.691675732,9.150608057,5.946986391,8.820661714,9.665550409,3.726019072,7.201544574,6.153251299,9.732376573,6.003020676,11.49887322,9.388897248,11.3783522,7.611936215,6.074361672,10.1031251,4.236232104,5.948488501,7.019670911,4.03978331
11_cell_C04_fld2_11,8.801730749,3.957094682,11.8337987,8.202920419,9.038136032,6.906911014,8.193851353,9.583133899,2.969489213,7.386222899,8.144897407,9.659590722,5.337907619,11.63978089,9.838927039,11.77623245,7.71249981,6.191734454,10.26167562,4.645745606,6.10494262,7.225998416,5.333825114
11_cell_C04_fld2_12,8.287555595,3.405674924,9.543068035,7.400560106,7.635315828,7.274049335,7.1374791,7.895137366,1.63852319,6.244160826,5.430739204,8.507346647,4.579232795,9.471213911,7.221222237,9.214797485,6.087295938,5.031439588,8.921163525,1.742213318,4.857662361,5.371364041,3.131207504
11_cell_C04_fld2_15,9.85032047,5.352881385,12.28756198,8.506928189,9.230052123,8.45309842,8.41634779,11.30722896,3.437482814,7.735592843,8.157626242,10.08760484,6.268908997,12.29872488,10.43905131,12.35516115,8.546852301,6.524982032,10.96495881,4.625139756,6.655442547,6.568863099,6.773626287
11_cell_C04_fld2_16,8.65854444,3.946100979,10.94987443,7.402301027,9.602121398,7.014603856,7.928842796,10.24292015,2.898433389,7.051150276,6.769807631,9.517968292,5.422692622,11.19471819,9.090530547,11.0288707,7.401866889,5.984366067,9.90914972,3.716615561,5.851391911,6.581649993,4.211050498
11_cell_C04_fld2_17,8.582176002,4.299578416,11.08936408,7.573119539,8.273042579,6.51086796,7.287948504,8.73682476,2.791000678,6.620509632,5.809701375,9.18061829,5.224665761,10.47883819,8.359745648,10.39012131,6.940150593,5.750818783,9.564002226,3.622069227,5.55904222,6.000805032,2.993167617
11_cell_D07_fld8_3,8.229501972,4.674137069,9.461562242,5.928490096,9.14172178,6.692890915,5.765699025,8.490192963,2.67898349,6.088154558,6.762656695,8.51316571,5.944586338,9.950996621,7.863383916,9.630744362,10.38441912,7.538444979,10.06245024,2.952759061,5.985622636,7.907888313,4.337752814
11_cell_D07_fld8_5,8.309584266,4.896091765,12.41717469,7.194087233,10.01338593,5.799353654,7.570956151,10.94900266,3.667596839,7.276794352,5.776914399,9.97134107,7.353045417,12.00131618,9.634853353,11.74814725,11.81668872,8.32175151,11.30161144,3.608412102,7.343706515,7.499687711,2.918950161
11_cell_D07_fld8_6,9.003215108,5.318819698,9.703060463,6.528227948,9.229762144,7.436212919,6.665919782,9.071004789,2.869337152,7.302095163,7.273089277,9.160432483,6.960172842,10.86112757,8.780088412,10.64846577,10.985639,8.153302722,10.71773781,3.670933537,6.518245847,8.29978363,5.088118881
11_cell_D07_fld8_7,9.640290274,5.571798851,9.030197627,7.498170155,9.541105037,7.570993297,7.269717433,11.3946625,3.371135516,7.964491847,4.147034594,9.548129657,7.164350123,11.81060295,9.855917003,11.81360853,11.85188991,7.601582249,11.11894853,2.588223896,7.046148414,7.776931641,3.723301814
11_cell_D07_fld8_8,7.9165302,4.143795443,9.960285278,7.154275919,9.527952651,5.314821523,6.309891461,9.257947577,2.650169355,6.780155207,5.047577429,8.671078066,6.308255276,10.1283358,7.736322926,9.814521419,10.25726384,6.795287132,9.882011172,3.920939203,6.222360968,6.214998047,4.319167305
11_cell_D07_fld8_9,9.305577272,4.989259432,10.1921684,7.577908461,9.089124622,6.929600724,7.110663776,10.0116406,2.997363554,7.795879003,6.703371694,9.071578104,7.053231864,11.06191723,8.65812212,10.73923533,11.05988436,8.18093337,10.52050842,4.24356309,6.604382799,5.732724282,2.763607027
11_cell_D07_fld8_10,7.701268339,3.732072264,10.29945187,6.061103944,8.492182454,5.258506784,6.497228534,8.369761194,2.663389265,6.684923411,6.568590257,8.952798859,6.583102994,11.01457791,8.498572398,10.59227491,9.806636675,7.32712834,10.26157304,2.890115526,5.869439367,6.437083919,3.614329807
11_cell_D07_fld8_11,8.600591194,3.97376543,9.271416577,6.22651713,9.00423921,5.998891615,6.434398411,8.871107877,2.90889121,7.304197995,8.403064104,9.067561445,6.645577832,10.8104715,8.390762307,10.61348937,10.10801744,7.052914906,10.31800864,2.149394773,6.104049204,7.189159354,2.340641379
11_cell_D07_fld8_12,8.691292571,4.416744573,7.701698323,5.817203906,9.661947348,6.726072284,6.201955252,8.069047453,1.837130069,6.960910503,5.72912033,8.516091186,6.107861818,10.5536237,8.090583629,9.932326785,10.21267483,7.545329384,9.565418377,1.429068014,5.387720688,8.209300169,5.299546248
11_cell_D07_fld8_13,7.907520397,4.452550214,10.75106704,6.591755019,10.66057175,5.033263703,7.038835519,9.622534337,3.331546091,7.33007746,6.658608384,9.544742964,7.21054131,12.16687625,9.559177691,11.7013393,11.24662697,8.364345381,11.04370459,3.059509631,6.894427931,8.171389682,3.868909356
12_cell_C10_fld3_1,8.289722837,3.603637087,8.503895373,5.471025269,7.276069892,7.078702166,8.67360248,8.091448068,1.328181553,4.891878218,7.310943634,7.655088628,3.692751116,8.64746378,5.758445909,9.020011011,6.107219271,4.780291456,9.059064598,2.34740905,3.516702108,0.255248737,2.22437076
12_cell_C10_fld3_2,7.551688134,2.456053178,7.174429921,5.398288985,7.859434393,6.398764096,8.575344995,5.134949592,3.561850824,5.546637648,4.479311811,7.169260425,5.47318297,8.801782491,2.535652163,3.826314182,4.073683676,4.03366975,6.325355981,2.298117922,3.342011439,2.446183448,3.06863303
12_cell_C10_fld3_3,8.727911904,2.056241394,9.59663777,6.070376683,9.374202658,8.15842986,9.110695682,7.121796185,1.787498974,6.091846248,6.732333803,8.118065124,3.452848082,8.912624376,4.269359656,7.806990502,5.33836881,4.897978066,8.681534583,1.701411849,2.962938277,5.961008866,3.819359017
12_cell_C10_fld3_4,8.357374077,4.13146168,7.27096269,10.95522814,8.164348906,7.468660121,8.995555921,8.473064074,2.406615739,5.719074408,8.293994778,8.140262704,3.969414529,8.532043921,4.886119636,7.855582414,4.859528965,4.338331726,8.065075252,2.729556092,4.508521475,4.721886211,5.293592638
12_cell_C10_fld3_5,8.597942597,3.95278594,6.410303378,6.508030241,9.448282988,7.465757191,9.167302516,5.666622614,1.500568992,5.822708742,5.923688345,8.189190789,3.808750129,8.816028156,4.179885683,7.376989764,5.108514509,4.439375999,8.40768254,1.783814829,3.895579396,6.264891981,5.025699922
12_cell_C10_fld3_6,8.185346359,2.523783605,8.894725186,6.201339198,9.562618193,7.741225833,8.671002457,7.014384107,2.041980133,4.693300019,5.665360713,7.863414264,3.09374584,8.674953433,4.029618455,7.417026672,5.342448467,5.229289104,8.609686876,1.188872275,4.204987826,6.413227442,3.826943345
12_cell_C10_fld3_7,8.629769312,1.703480611,8.636905571,6.034709149,7.959353022,8.28516717,8.854163346,6.057418226,1.786639876,4.862820128,7.013132229,7.911943945,3.449747197,8.362681319,3.184649622,5.935436096,4.982909803,4.429640589,8.300327951,1.200421715,3.540476094,4.521943242,3.435293933
12_cell_C10_fld3_8,8.907814887,4.849990202,5.111328518,6.971898391,9.612297096,7.668933621,7.969957254,6.668466592,3.329404929,4.751039636,8.505014435,8.177430152,3.300649736,9.676393731,4.789851502,7.742580807,5.203684681,5.103048654,8.843775626,3.049733657,4.186169819,5.776382458,0.871737503
12_cell_C10_fld3_9,9.025603325,2.671195725,6.661996983,11.81461305,9.59755124,7.922356744,9.035746199,7.220210976,2.408856386,6.072824367,6.120078175,8.278736493,3.84185994,9.349920106,4.397155495,7.677738553,5.946535089,4.956961941,8.365740269,1.188872275,4.43342421,6.808061818,5.594672095
12_cell_C10_fld3_10,8.590679947,3.035165112,8.728340489,6.455567333,6.987853975,7.216378293,8.916780159,7.980731431,2.042849474,5.526442569,6.779483139,8.058639822,3.686234197,7.930571685,7.078434563,9.184721322,6.298660677,4.511106976,9.224562578,2.818686408,4.243652333,4.614476483,2.39088564
12_cell_E09_fld9_2,8.592522755,5.723734414,10.22712162,7.081346246,8.157418619,6.80400252,7.321218378,10.73639841,3.808568141,6.719343378,8.549105237,8.918892118,5.260945027,9.983466404,8.771861183,10.68463745,7.919692868,5.026529079,9.876029315,4.312096944,5.73014355,2.659196778,5.839311517
12_cell_E09_fld9_3,9.446040174,4.932612631,9.858193033,7.172749486,8.507852808,6.15333479,7.791037471,10.87291012,4.182974135,6.803238012,3.083014712,8.676943891,5.775195475,9.938994276,7.163640969,9.179463648,8.691805608,5.451466188,10.29107053,4.341944866,6.419154551,7.062375165,5.054738111
12_cell_E09_fld9_4,7.85468819,5.815513191,11.64513332,7.552743051,7.813871508,5.356766322,7.24166757,10.53189572,3.538048919,5.75091361,5.558086622,8.459042687,5.184709425,8.731429131,8.355965797,10.04627169,7.94987065,4.535531979,9.779897308,3.923614819,5.557991208,5.730039045,4.776336578
12_cell_E09_fld9_5,7.899491592,4.318518907,9.630031578,7.084751788,8.576639085,6.004478879,6.612954652,8.197416763,2.508588337,6.081475097,6.206511492,8.161495852,4.741569689,8.544051895,8.141649324,10.13957469,7.103449071,5.033377735,9.268157603,2.299692114,5.095824213,5.283299981,2.713377626
12_cell_E09_fld9_6,9.25133778,7.726567378,10.10228866,8.573721397,9.540086106,8.25779598,9.187244997,12.86812143,5.405548234,9.09395431,8.90972738,10.56965846,5.949193534,11.39706035,5.219850638,5.489284684,9.287790842,5.694757537,11.18324674,3.388982888,7.604329708,-1.31307976,6.646351296
12_cell_E09_fld9_7,7.833080917,4.314071239,7.916391402,7.074471208,8.604999146,5.165136379,6.963200532,8.554160064,3.341975621,6.339627414,7.48298473,8.503621719,4.991971705,9.74507726,8.711154112,10.4284833,7.605255932,5.366532431,9.626759918,1.83360122,6.117877356,6.326219635,2.325369556
12_cell_E09_fld9_8,7.397434799,7.560971901,7.687484413,7.383220893,10.36240487,6.588441612,7.368756537,12.09341856,4.620084512,7.265052503,7.574533171,9.55650614,4.902306384,10.4707471,4.510816469,4.338865677,8.176224507,5.070548876,10.40554638,1.188872275,7.244562149,0.426548466,7.688151565
12_cell_E09_fld9_10,10.17150667,6.133719082,10.82649131,7.827814008,9.497388233,7.134018546,8.985913497,12.34459912,4.992930907,8.189617002,6.077877924,10.01476436,7.138929761,12.16518776,8.084543756,10.63014987,9.588037392,6.457853809,11.15712344,5.733342588,7.418079119,8.705369516,6.946746098
12_cell_E09_fld9_12,9.11464579,6.485877493,11.40823588,8.140748495,10.72033928,4.747319859,8.357667159,11.46893974,3.761277096,8.959097898,7.90769019,9.813546724,6.756319197,12.84746474,8.531479437,11.34886339,8.958748377,6.950869015,10.90424581,5.535341057,7.816375135,9.589994184,6.066471509
12_cell_E09_fld9_13,8.753713309,6.06401411,10.28411591,7.811198903,8.782530274,6.21789079,7.238217244,9.609450024,3.337709382,7.058814592,8.717092253,8.723207226,5.870634573,10.60238698,9.100650098,11.15103813,7.986769545,5.82395139,10.22453364,3.783409903,6.252806495,6.849112014,7.497634559
12_cell_E05_fld3_4,9.41381136,3.582834703,11.29690272,7.183870179,9.189105169,8.289326656,9.286961075,5.919387226,3.048406641,4.026887649,1.748263382,9.161800911,2.064917519,8.566301844,0.403997045,3.796819093,6.127131754,5.317461151,8.641290768,1.188872275,4.905732661,4.501564703,0.446242336
12_cell_E05_fld3_5,8.161883847,-0.142953816,8.830138971,5.390976137,7.686225335,6.253934117,8.383124854,7.58332064,3.716816836,4.261969549,2.745995786,8.176026719,3.165394729,9.917967414,6.51825824,9.462567983,6.112520797,4.936690628,7.374475109,1.188872275,3.33490165,3.067168099,2.746831834
12_cell_E05_fld3_6,9.450120183,3.561483551,9.950416668,7.154267583,8.071633351,7.921939523,9.017043766,8.971804188,2.893103816,5.883621856,5.639119217,9.615629418,3.50056172,11.28055243,5.844799933,8.653881077,6.886043409,5.619258734,9.376285927,1.188872275,10.81388735,3.67340827,4.141033532
12_cell_E05_fld3_9,9.87193433,4.849951324,9.648983742,7.794945565,9.612348312,7.87014744,9.45496727,9.903163362,2.967026232,5.752182107,6.084748423,9.851577978,3.178315166,10.63671546,6.966310198,9.150563702,8.536600095,6.807719755,10.65882437,1.188872275,6.898987202,5.241570109,0.446242336
12_cell_E05_fld3_11,9.155621913,3.742227295,9.285074111,7.916639048,8.279966961,7.663971421,9.396679017,9.816124134,2.028505144,5.900183852,3.451886953,9.600496987,4.503978761,11.02055382,8.348688182,10.43040535,6.653894545,5.782310628,9.125641207,1.684334653,4.925705145,6.071070652,5.054371758
12_cell_E05_fld3_13,8.432229977,4.209280906,12.42883253,6.266322326,9.402549556,7.071312734,8.237402359,8.979379922,3.171528535,3.808089098,6.268373217,8.821105327,2.340826106,9.224178331,5.038278267,7.595100135,6.891588608,5.103112147,8.508529005,1.188872275,4.755975648,6.133474809,4.641258822
12_cell_E05_fld3_14,8.871549819,4.370585934,11.05599104,6.966966475,9.17027537,7.479138607,8.150118212,11.12796587,2.811463037,4.99801705,5.945950256,9.01977359,4.229039866,10.29074742,8.044702825,9.907340874,7.395552712,5.980441306,9.261208044,1.188872275,4.580822806,6.103370035,3.471566382
12_cell_E05_fld3_15,8.767385532,4.080552465,10.63386532,7.652635367,9.134476395,7.572916221,8.826356135,7.863300442,2.201037939,6.51858609,7.214449609,9.682641435,3.624722124,11.29410759,7.772959691,10.27161717,6.255048765,6.094010146,9.493712492,3.826229629,4.582005371,4.564049986,5.466927246
12_cell_E05_fld3_16,10.42783961,6.107078411,12.23811501,8.97083798,9.567844062,9.186412724,9.970692528,11.49852923,3.910794368,7.57933489,5.572341399,10.72430692,6.174315169,13.04877238,7.717859257,9.895856154,9.068636892,7.520571944,10.80978999,4.268482427,6.79607271,8.329694173,7.961798713
12_cell_E05_fld3_18,9.943110613,3.892332998,9.917668936,7.619600255,9.136295652,9.039573659,9.771725533,9.003277174,1.941179772,7.090607889,9.573521813,10.11932114,5.375270579,12.26705119,6.627320845,8.707246988,7.400859643,6.000714621,10.22886626,3.392622856,5.002096255,6.79694363,6.539863053
12_cell_E08_fld8_4,7.639000518,3.856340708,8.049401493,6.737495266,8.514259217,5.629635937,6.665931846,6.775415973,1.640503244,4.900009888,4.388252885,6.960139297,3.686677563,7.263656659,7.586804475,9.33621691,6.089960084,3.762258091,8.327747427,1.188872275,4.929083183,6.870093842,2.259598326
12_cell_E08_fld8_6,9.368891048,5.564268461,10.54353113,7.498616584,8.130886453,8.21355077,7.880492733,10.21106699,2.750776002,7.336224972,5.837842337,8.550062461,4.953763524,9.841781593,8.773355854,10.65921581,7.443188162,4.845424995,9.495470458,2.397772937,5.394528927,4.910232347,6.317863231
12_cell_E08_fld8_7,8.690780386,5.38812697,7.991849736,7.36996069,9.794821986,6.481223929,7.341239065,10.57371495,3.598444934,7.225958836,3.725881183,9.047160604,5.099513947,11.40744847,9.102976542,11.0843834,8.009395524,6.112634836,9.970847315,1.188872275,7.053137117,7.003957946,5.509903216
12_cell_E08_fld8_8,8.197187901,4.276459371,7.886820448,5.644802282,8.420210861,6.765725795,6.866573441,6.879331024,2.442880068,5.18865022,7.995651533,7.95192832,3.691632795,8.711652123,8.490331576,10.33440133,6.316144988,4.834006572,8.502340578,1.188872275,5.010648827,5.995754387,2.893621347
12_cell_E08_fld8_9,7.927915667,6.113434877,12.12468088,7.126521707,10.47482611,7.427581301,7.877949564,9.783616689,3.384485404,7.36933659,4.912348604,8.519408766,4.71817244,9.016476031,8.013629457,9.960840515,7.787622366,4.345873774,9.543888917,5.067880361,7.108864568,7.500194629,4.108437979
12_cell_E08_fld8_10,6.839817171,4.008272166,8.365976707,6.75813336,8.28685854,4.780313593,7.051288017,7.33006871,1.651952763,6.023067025,6.702152474,7.983102375,4.211070105,8.719444237,8.084626281,9.951446953,6.646779051,4.306069325,8.855653045,2.16341905,5.279634069,6.784078274,2.390511164
12_cell_E08_fld8_11,9.280936155,6.342014864,10.57016009,8.304075993,8.897032457,7.783631044,8.230294086,11.10667565,4.008035809,7.915351117,3.785360461,9.765103964,5.741805626,11.46650932,9.643487607,11.73217503,8.061439427,6.329948446,10.47878378,4.670650852,5.491934169,2.432178017,7.404385622
12_cell_E08_fld8_12,8.929649792,4.754114477,11.30984762,7.836848193,9.007697617,5.997457644,8.049406312,10.22716753,3.434394949,8.0600898,6.587092528,9.323095439,5.653081106,11.32272553,9.534227081,11.57759363,8.399953664,6.014458612,10.10183134,4.466581975,6.439664026,6.128281939,4.22790299
12_cell_E08_fld8_13,7.865071614,4.763660896,9.732483248,7.362347414,9.308044835,5.205577244,7.391349099,8.616523681,2.827311399,6.642291859,4.974909989,8.520921517,4.812523803,9.882511788,8.958877004,10.71823958,7.395963713,5.326963988,9.127290904,3.170829602,7.117338045,6.841278705,3.526676964
12_cell_E08_fld8_14,10.23175828,7.148919466,11.58058037,9.562396908,9.987383913,7.682321828,9.725015819,12.83728195,5.361802403,10.50421676,7.517413253,11.03310289,7.254311397,13.71674158,10.9408557,12.81735704,10.39907595,7.714246241,11.43306592,5.449777755,8.837429042,8.868429553,6.979738425
12_cell_D06_fld2_1,8.579462704,3.631458133,9.851459721,6.05933288,9.54733753,7.148217753,7.554993059,9.625580452,2.575822237,4.239321068,6.963857499,8.615168659,4.436685792,8.885960355,1.501296002,4.330119454,7.537155059,5.127888515,9.935087632,1.188872275,5.497585572,4.475412344,3.383877681
12_cell_D06_fld2_2,7.875975838,3.304772791,11.36949336,4.161894169,8.311700243,3.032787077,7.210065019,7.594063639,1.491255998,5.316685978,9.145049614,8.487638306,3.699137921,9.575368136,4.893168593,7.027931463,7.17360135,5.413846951,9.788615334,3.517486883,5.044083282,4.88306173,0.791878693
12_cell_D06_fld2_4,8.509022961,3.129224127,9.984035577,6.184320239,8.682790306,6.503464591,8.107635398,6.212556592,2.382231705,5.724268453,7.596398684,8.88531116,4.075768349,10.0030139,4.912611052,8.909037715,6.794227902,5.712074718,9.177428081,2.136390943,4.816276295,6.183463886,3.742506242
12_cell_D06_fld2_6,9.161582045,3.675198941,7.856676713,5.959673993,9.178034953,7.498494218,8.143735423,10.83179841,2.522924403,7.065858982,11.01087556,9.180015091,5.381107482,11.06914289,9.169667365,10.90090469,8.942137521,6.010386087,10.56110732,2.344789605,5.827231632,6.236050737,4.756729241
12_cell_D06_fld2_7,7.273580538,2.76099444,7.638121658,5.673143019,6.945038631,4.488379836,6.46621494,7.558775512,4.031262764,3.964208428,7.830250041,7.786442849,3.972545399,8.216640579,6.13520446,8.468016341,6.294260404,4.682944663,8.708426313,1.418237228,4.152104906,3.984209661,2.495620814
12_cell_D06_fld2_8,8.079998799,3.481772488,9.169952963,4.783022486,8.656070011,5.493942205,7.219700904,7.273026064,2.105987191,5.536945792,7.257505515,8.305905644,4.393077884,9.995646491,4.210272782,5.98086204,7.408489014,5.719252679,9.244164111,2.295602383,4.755494761,6.334361555,6.984749208
12_cell_D06_fld2_9,8.234551822,2.938115511,10.58142215,7.699747009,10.090516,5.625172735,7.93904452,10.56718453,1.77090634,6.333711924,9.5715029,9.11370196,5.058735835,10.25401287,7.713448721,10.00527279,8.256883922,5.487622853,10.10995231,4.824739198,6.148398034,7.93520872,2.533964174
12_cell_D06_fld2_10,9.040626091,3.270844773,11.41737511,6.31163335,8.936433228,6.232500387,8.226320909,8.08973863,1.695529164,6.376237171,7.120909415,8.920606727,4.632307563,10.27561293,7.066070421,9.830701864,7.331345654,5.916621419,9.615914485,4.066884617,5.176449231,7.52889382,2.20844044
12_cell_D06_fld2_11,8.546759323,4.808234767,10.00689758,7.311719874,10.34108861,6.75054558,8.655261223,9.137955565,2.267191641,6.377246371,9.537571267,9.283398991,4.862319004,11.29373165,6.589491394,9.247138452,7.358302072,5.94202756,9.944575134,2.411410942,6.105771154,6.096234908,5.146909168
12_cell_D06_fld2_12,8.75551562,3.667341519,9.411336732,5.986243226,9.098417986,5.305074653,8.014392616,8.476847435,2.197410664,6.61603532,8.522312076,9.266168203,4.644574932,12.02380711,9.285598315,11.48610563,7.831441666,6.579783102,10.31483647,2.758147852,5.891671208,5.941698702,2.97578714
12_cell_C04_fld2_3,9.239295149,4.459840743,10.03920601,7.085718574,8.63910104,7.728586433,7.459154831,8.519234936,2.983407274,6.774876014,7.290701573,9.338016546,4.791156918,10.38282582,8.818830226,10.5426306,7.307838436,5.826388361,9.441839705,1.5373347,5.707196787,6.242361215,2.974730877
12_cell_C04_fld2_4,9.107071538,4.523970928,12.67196577,7.021854492,8.179889492,7.586339608,7.414144049,9.211565099,2.88390332,6.200069508,5.940216625,8.673958272,4.929676202,10.18802513,8.337935411,10.06175837,7.561848637,5.96500106,9.061461327,4.424354948,5.805215533,5.698577154,3.438668509
12_cell_C04_fld2_6,7.231558272,4.105948944,9.366373575,7.183087803,9.665500597,4.601202662,6.721421482,10.54781321,3.227352746,6.481188148,3.799583884,9.436830268,5.180488396,11.01854744,8.94777931,10.85516318,8.063837866,5.993169686,9.679233693,1.677779629,6.115002447,6.722907055,2.711393104
12_cell_C04_fld2_7,9.281879385,5.490213043,12.52867823,8.555025963,10.28182664,6.311567817,9.062107629,12.81238745,4.036370426,8.085249485,6.539098859,10.37887823,6.242442785,11.95956116,8.629216139,10.91339772,9.090788591,6.812118511,10.40166055,4.491390538,7.950550987,7.654529431,2.071155763
