,C_Catenin (Beta),C_Cyclin D1,C_Cytokeratin 18,C_Cytokeratin 7,C_DNA,C_E-cadherin,C_EGFR,C_HES1,C_LC3A/B,C_MET,C_NDG1 (p-T346),C_NFkB (p65),C_PDL1,C_S6,C_S6 (p-S235/S236),C_S6 (p-S240/244),C_STAT1 (alpha-isoform),C_STAT1 (p-S727),C_STAT3,C_Vimentin,C_c-Jun,C_ki67,C_p21 (Waf1/Cip1)
12_cell_C04_fld2_8,9.771816085,4.313971086,11.62900373,7.702218691,8.932649001,8.286531976,7.985341073,9.047070339,3.715913649,7.847303088,6.033076692,9.810059746,5.809193024,11.18656773,9.046903277,10.78019508,8.32840228,6.622779753,10.16987263,3.662427488,6.59758988,7.366047176,4.983663248
12_cell_C04_fld2_9,7.990798985,3.815608655,10.66024271,6.622240534,8.517036786,5.587580484,6.937782026,9.293145955,1.655101004,5.891095171,4.031505911,8.34317236,3.963707836,9.323649141,8.407653485,10.23904638,6.75529632,5.354118177,8.655649582,2.222806205,5.282645672,5.534708417,2.816711414
12_cell_C04_fld2_10,9.513858584,5.582581564,12.39943366,7.550361745,8.457728159,8.114946826,7.904618564,11.59503289,3.212389426,7.188544538,6.720115858,9.374350574,5.878515988,10.55271373,8.936529619,10.69696323,8.039946391,5.798413901,9.318370024,4.873446856,6.130347961,4.535456919,3.901244857
12_cell_C04_fld2_11,9.550693183,5.712353883,10.94891376,7.980807549,8.376772568,8.892159163,7.904747676,12.88800761,2.848704682,7.534426682,8.414441645,10.00550501,5.221502881,12.81448657,10.00967183,11.80426853,9.060548853,6.74679958,10.73407027,2.533421378,6.483776741,4.886689711,6.278490076
12_cell_C04_fld2_12,9.734423086,6.201646351,12.0640724,7.582639965,8.026192714,8.757863144,7.995054074,11.64065535,3.23565354,6.970019593,6.331602862,9.362048947,5.597757248,10.18372368,8.520002295,10.21777001,7.83478297,5.566344764,9.281405711,4.766791635,5.881810964,2.99807649,7.121946932
12_cell_C04_fld2_13,8.475431401,3.631463665,11.66975522,7.501922575,9.369390689,6.297044739,6.804804701,9.253791327,3.845828759,6.336968583,3.471992935,9.343411503,5.004309928,11.4678804,9.819111334,11.74639369,7.27697,6.551468103,9.459270431,3.535418086,6.57475317,6.802420932,2.98455781
12_cell_D07_fld8_1,7.441856544,4.76229096,10.19621604,6.103899714,9.102143585,3.631341542,5.055645764,7.24646252,2.371579943,5.2561591,3.909175336,8.020439252,6.018570277,7.412785477,7.615512768,9.302424361,9.670992688,6.41138978,9.759048918,1.188872275,5.203751826,7.212415294,3.734544218
12_cell_D07_fld8_2,9.16729453,7.383624476,11.23372504,8.352633273,9.74662967,5.985556524,6.715395836,11.70345147,4.423064758,8.803287431,4.830468252,10.25812464,8.696728,12.19200358,9.267026275,11.34624972,13.09935027,8.949226351,11.9055159,4.995514144,11.4194381,8.6229986,2.371848946
12_cell_D07_fld8_3,7.99460745,4.908526933,11.5104261,6.488687311,8.870135844,5.199907995,5.936970754,8.482629395,3.32188251,5.940847661,3.188905474,8.370151489,6.446261104,8.902737263,8.007561937,9.96783437,11.18915283,7.418417638,10.52661871,3.357489297,6.652496512,6.50760902,3.691494343
12_cell_D07_fld8_4,8.590241856,6.165197682,10.39282973,6.732005092,9.526304087,6.111029307,5.505964916,10.2760368,2.298279062,7.109249639,6.742339329,8.882272659,6.884078391,9.82843603,7.138094363,9.12250548,10.92334913,5.538618998,10.41724025,3.246135846,5.895548087,6.507824178,6.146337811
12_cell_D07_fld8_5,7.903816211,4.238374607,10.99363413,5.867187115,8.151102462,5.43720181,5.885241018,7.373375806,2.426631049,6.639611827,3.823204635,8.54976903,6.224026015,7.993476643,8.053169695,9.520424628,10.28727899,6.487409481,10.49472649,3.052050764,6.036728733,7.106856279,3.322658354
12_cell_D07_fld8_6,7.975692723,5.386440871,9.45873088,6.414752218,9.60658963,5.011583593,6.398811395,8.707216635,3.136533142,7.162024111,4.531948397,8.959131427,9.453218677,9.342377334,8.850751636,10.4337769,11.45007359,7.668672662,10.77373919,3.618578329,6.706770861,8.573220345,4.68866561
12_cell_D07_fld8_7,9.099895577,6.993364051,12.26899801,8.326157192,10.58427156,6.120094511,7.682632071,12.30684698,5.635372192,10.28320588,6.165799453,10.92275857,9.239531364,13.38258204,9.966123126,12.52726908,13.54429085,9.866651421,12.83834381,6.828910468,9.288942972,9.855913334,5.648228401
12_cell_D07_fld8_8,7.677334326,5.502744947,13.4363558,6.681071725,9.991912509,4.115113447,6.549468501,10.27671334,2.862424054,7.7793218,4.047180252,9.314907001,7.812884627,9.796500849,9.059876245,10.92001112,11.69452769,8.157244104,11.09096052,5.612247328,7.256752865,8.83155066,4.826414805
12_cell_D07_fld8_9,7.621188523,5.78757923,11.08885464,5.768282648,10.77932688,3.761532797,5.289892772,9.244497943,2.610331378,6.025746729,1.231148451,8.204965883,6.839459046,7.866773751,8.167233604,9.995362106,10.98666125,6.904573678,10.37017216,2.791413186,6.522920421,9.645511894,5.753074472
12_cell_D07_fld8_10,7.647394258,4.231402223,11.47961715,6.172896278,8.381524602,3.291505655,5.667094569,7.669616659,2.322465339,6.833581305,4.273003495,8.759091039,6.648446312,9.408599402,8.777629078,10.78503325,10.90293892,5.896620015,10.04693931,4.899565875,6.318427004,5.681302743,2.968713025
13_cell_C10_fld3_1,8.949696032,5.662304053,10.48555661,7.496220668,9.159504974,6.73822481,8.185567125,10.36943325,3.337418745,6.714229978,8.413888258,9.590226951,6.006305315,10.81840992,8.187361841,10.20081856,8.814086053,6.066319546,9.783885917,6.358388496,6.628247747,8.224209236,4.677430299
13_cell_C10_fld3_2,8.838296338,5.131188155,10.35843336,7.032132902,9.584779717,7.276420108,8.159543916,10.27823955,3.243818324,6.806652826,5.161267657,9.32814273,5.000201267,11.10204179,8.743740875,10.9045982,8.511721784,5.900448838,9.592913875,2.707712814,6.551333435,7.685290393,4.109586174
13_cell_C10_fld3_3,8.999854666,5.509657056,9.882256312,7.079727372,8.909807561,6.817209626,7.954184855,10.06541352,2.889778463,6.836344918,8.652936394,9.348585683,5.975381222,10.79519856,7.932038804,10.06510107,8.567560399,6.135490078,9.485793362,4.816715309,6.285162612,7.966880132,4.437613807
13_cell_C10_fld3_4,9.095276695,5.787250706,10.57930301,7.568897631,9.499940522,7.846638659,8.310254354,10.00046287,3.348514375,7.127738598,10.14026937,9.611179424,6.205812714,11.48760351,9.512785763,11.59799988,8.772814907,6.283554618,10.26740194,3.965210867,6.668276656,2.801866599,7.144180064
13_cell_C10_fld3_5,10.58295979,6.843338875,10.56396814,8.879578989,9.55929096,8.080268378,8.799665811,11.08978418,4.222189343,7.953941464,6.68945149,9.849893581,6.474798077,11.98155958,10.59349355,12.42824907,9.678717216,8.529262927,11.28187211,4.87753905,7.575616831,8.512518825,6.761799054
13_cell_C10_fld3_6,8.461821205,4.14450824,9.733989511,6.477195309,8.186613195,6.818967108,8.610665352,9.792157693,2.595816741,6.6788006,6.035608291,8.976163587,4.971707389,10.59454109,7.377026097,9.620123462,8.176139022,5.539398886,8.950350682,2.158682661,6.167320432,4.759087949,2.718043225
13_cell_C10_fld3_7,9.111377852,5.030850308,10.37233097,7.104429349,9.388027756,7.229557714,8.074913078,10.13489432,2.875301337,6.943458035,6.117791334,9.124838918,4.982445293,10.9309507,8.537101925,10.66016788,8.574982032,5.785823188,9.583623801,2.948726832,6.566697627,7.289196594,3.00895277
13_cell_C10_fld3_8,8.505235387,4.62328305,10.09448754,7.276387848,9.232269813,6.758628898,8.026723822,10.29141321,3.070929262,6.546567789,8.45605537,9.017476026,5.472700122,10.71998912,7.892683313,10.20577026,8.650412999,5.670314793,9.409953087,2.841121451,6.495208729,6.653993604,2.86412113
13_cell_C10_fld3_9,8.873856932,4.81889274,10.6849498,8.246355136,8.682681435,7.327273893,8.693499361,9.961133239,3.256628255,6.988421287,8.141007346,9.336234048,5.597395444,10.97035639,7.984941342,10.27683808,8.460001869,6.176251501,9.841910852,3.5801604,6.694420565,5.618377896,2.776885775
13_cell_C10_fld3_10,8.921072881,5.111746604,9.286227669,7.518026596,9.028587199,7.401087588,8.762410898,10.16863214,3.063444446,6.580093192,9.126521331,8.919949774,5.971956755,10.62941191,7.588357739,9.991858047,8.327157773,5.575508629,9.673945619,3.230530662,6.375571468,4.239063209,3.96420968
14_cell_C10_fld3_8,7.040992625,3.858162456,8.977920718,6.253129127,7.935658905,6.557942681,6.811013761,9.848730276,1.958086664,5.601874448,3.92925086,8.046107452,4.23340457,10.01783147,6.381610369,8.965485032,7.644260815,5.039410254,8.447703382,1.283015206,5.578527983,5.898995816,2.268420914
14_cell_C10_fld3_11,9.06756356,5.395455836,9.730505792,6.54006191,8.644015913,6.353802315,8.238557428,8.405408372,3.262037336,7.324183643,4.128835347,9.242626974,5.673649505,11.36922381,9.177397353,10.98768271,8.849155762,7.280436537,9.560500344,3.154712526,4.5713174,7.929288686,2.322895024
14_cell_C10_fld3_12,8.477485275,3.6617552,9.497773063,6.341098291,9.48692264,6.920923372,8.142108308,7.906112528,2.224288996,6.908996727,4.324051811,8.697438591,4.666002787,10.40087307,6.346190831,9.440851418,8.142676689,5.612885722,8.955262021,4.143686131,6.24674466,6.871530395,3.469090711
14_cell_C10_fld3_13,7.909099197,4.560874175,9.770742165,6.393976872,9.993304293,6.499239419,7.410615329,9.238058673,2.776649568,7.368944776,7.425721598,8.754055788,5.405706654,10.93761168,8.31035499,10.30604261,8.170509096,6.059953969,8.343363079,2.983285152,6.157810976,7.583608378,1.976388769
14_cell_C10_fld3_15,8.520970331,4.988671631,9.129272787,6.667459022,9.041298984,6.822908075,7.502663138,5.974429321,3.050098928,6.548079069,5.253506276,8.797831442,5.158767457,10.84028143,7.515968209,10.25348979,8.329915483,5.694249525,9.446722135,2.068585089,3.3933062,7.493684342,3.557650394
14_cell_C10_fld3_16,9.287247969,4.75299359,8.81985203,6.811101999,9.751022799,6.714587702,7.564219016,9.773052202,3.261306313,6.63267183,4.308432804,9.115429715,5.687657819,11.35415611,8.372576433,10.94233628,8.716589308,6.380470047,9.310162528,3.37878322,6.459369179,8.025047015,3.681184568
14_cell_C10_fld3_17,9.187104723,4.814140389,9.644045615,6.256720685,8.464413332,6.667873968,8.447070903,9.636435501,3.00057752,6.802284797,4.720688177,9.22795201,5.225461546,11.03041634,7.776334333,10.21100983,8.743585815,6.35750462,9.382208869,3.112454354,5.748573844,6.904541044,3.558906293
14_cell_C10_fld3_18,8.602711144,4.00055443,8.747929999,5.333397109,7.736738705,6.420707114,7.72219568,10.30751155,1.323652353,5.889253118,3.425278172,8.584430206,4.459955195,10.08484749,5.980564927,8.706320736,7.838955027,4.914437149,8.70513597,2.437140225,6.686224294,7.149111538,3.420808874
14_cell_C10_fld3_20,8.354913792,4.066412813,9.237082592,5.639150821,8.459334842,6.35205767,7.645961504,9.562890832,2.334395722,6.421749409,4.597164968,8.892952974,4.430438614,10.61303858,7.332710158,9.641538123,8.020772042,5.71412988,8.501653574,3.260138625,5.6388249,7.228021074,3.424801644
14_cell_E05_fld3_1,9.125905258,4.755638968,10.4887771,8.271860976,9.465179939,7.218834031,9.059972382,9.639324766,3.427009691,7.638531525,9.937757885,9.986395681,5.97076556,10.98039147,9.457628171,11.29039609,8.257865542,7.70550987,10.43226659,5.52650972,6.079529584,7.461565963,4.865109537
14_cell_E05_fld3_2,7.49051119,4.712758443,9.839063303,5.519516848,10.71894162,5.349936593,8.097380651,8.668644526,2.140770105,6.008655241,5.252519799,9.191932755,4.678490824,10.66594762,7.651422139,9.804054183,7.552184143,5.657028159,8.308734727,1.428112288,5.615577007,9.02101679,3.382665156
14_cell_E05_fld3_3,7.988750284,3.689200934,9.617322898,6.378665975,8.63703345,6.016162072,8.113740841,8.342673582,1.306925478,5.581439427,5.837135507,8.817790589,3.94352395,9.511455312,6.095493874,8.394599528,6.403068305,4.734495174,8.638557441,1.435264391,4.844552446,6.113839137,2.271344863
14_cell_E05_fld3_4,9.408340613,6.049536788,10.57358029,7.866845689,9.568035496,7.023169243,9.255228098,9.990653416,3.869105388,7.659009785,6.69129871,10.17164708,6.264963654,11.70455829,9.254429608,11.79608564,8.869227441,6.984736772,10.27461653,3.607234513,6.540513499,8.766046471,4.670030655
14_cell_E05_fld3_5,8.860233399,3.87012974,10.05625802,7.208544108,10.64653399,7.034755821,8.509572798,9.036330538,2.077961721,6.592339956,6.213894542,9.460629036,4.896750919,10.6215893,7.892516678,10.06040844,7.704613182,5.754396654,10.2195813,1.644905236,5.946530865,7.512868384,5.659947104
14_cell_E05_fld3_6,7.416947981,3.985635198,10.74845485,6.904029541,9.506123119,5.102925589,8.123473627,9.637358632,2.709994993,6.347815246,9.278378938,9.383726707,4.88134787,10.61660179,7.94709465,10.29324671,7.566197406,5.804684674,9.475107141,4.626287225,5.763326533,5.122134123,2.444197411
14_cell_E05_fld3_7,8.091354272,3.366571559,9.479776481,6.690143355,8.583014546,6.834498292,7.417232843,8.798267031,2.258558706,6.699012296,6.937628747,8.832952683,4.93308098,10.49101194,7.623521645,9.706253727,7.257039141,4.979990246,9.162993899,3.228165183,5.485769533,6.205979583,2.891309386
14_cell_E05_fld3_8,9.486818832,5.944832435,10.82839804,7.281774534,9.379780869,6.629997474,9.166708795,9.777570064,3.568534286,7.412930724,5.485627692,10.04468598,6.117193425,11.53453338,9.979492154,11.51516395,8.6106177,7.031243045,10.15148999,5.493374011,6.343520551,8.921874518,4.125095393
14_cell_E05_fld3_9,8.21365653,4.117212238,9.673388183,7.251661055,9.300951089,6.287765776,9.2681493,9.208194566,2.552724193,6.725176253,7.384935632,9.214732893,5.505237211,10.55847497,7.997635725,9.998964625,7.56207621,5.587528291,9.062296997,3.987149743,5.918838637,6.733341035,2.97144843
14_cell_E05_fld3_10,8.35755612,4.228866268,10.56625318,8.494063569,9.032975293,6.650305956,8.178103549,9.523987095,2.58103512,7.061898855,7.394086676,9.562122793,5.579386694,10.89628922,8.409176143,10.405418,7.652805854,6.048686961,9.643093323,4.176712297,5.919000077,6.49598306,3.960247579
14_cell_D10_fld9_1,8.778722401,5.148483624,10.05008684,7.410608124,9.566107819,6.468886187,8.122163395,10.05074844,3.176265064,6.59023502,7.986322624,9.02782843,5.944611478,10.63625356,8.054789632,10.23052977,8.683486803,5.559691225,10.29869202,3.219552685,6.328013953,8.025315154,3.728355586
14_cell_E08_fld8_2,8.847842512,3.20910042,10.34586442,7.074168058,9.503353461,7.286399723,6.236980209,9.206701582,1.350490017,5.431185296,5.994255774,8.647801297,4.19434239,10.15754892,7.370206682,9.351646768,7.040835687,5.482620156,8.43843104,2.846971877,5.616606213,7.196987251,5.822817929
14_cell_E08_fld8_3,8.528885411,3.139828938,10.27815775,6.415797869,8.812434554,7.266804666,6.787938466,8.773959328,2.335958785,5.4921499,6.097834565,8.421408884,4.752211354,9.832354296,6.975740652,8.839440498,6.940375341,5.228007304,7.947087538,4.387420835,5.213351557,6.899329478,6.508319049
14_cell_E08_fld8_7,7.657021099,4.315749038,9.070648157,6.45993012,9.341757851,6.590334221,7.949728443,8.784400729,0.845669226,4.650488216,8.663634692,8.334625475,3.601919722,9.74246469,6.797385748,8.576838162,6.697250926,4.524606094,8.608815001,1.185197487,5.628870816,5.332306426,7.136350987
14_cell_E08_fld8_18,7.937968746,4.527888779,10.07995365,8.578930579,8.697489358,7.362163738,8.024493563,8.891824145,2.80784937,6.572534184,8.768418075,9.148081422,5.052683129,10.37109436,7.640956783,9.633857767,7.575386542,5.679251841,9.626274296,2.538250377,5.895999615,5.555765595,3.780662399
14_cell_E08_fld8_19,8.510536277,5.05694125,11.07766502,6.87206656,9.701693126,6.66294093,8.108579328,9.088224073,2.542059085,6.241992153,5.278932201,9.466675997,4.763234565,10.54668159,7.847100896,9.757971874,7.584937154,6.041524115,9.645332542,2.994203559,5.972753168,8.076168412,4.270569917
14_cell_E08_fld8_20,7.342792965,3.560196573,9.145314777,6.656495316,8.519101289,5.138095632,6.51122326,8.821029766,2.005753274,5.343688542,5.594748647,8.863201659,4.328122187,9.552442874,6.351464904,8.426734908,6.74425417,4.905249206,7.824808753,2.824309528,5.343572814,7.136217966,3.331557554
14_cell_E08_fld8_21,9.141298526,4.398950494,10.71655902,8.641011717,9.968750715,7.870732682,8.053412139,9.692919562,3.007018693,6.987737914,8.613908618,9.74485469,5.721689914,11.22612747,8.79726596,10.90666477,7.698750207,6.5841323,10.29491121,2.624998499,5.764705918,6.489457248,3.745310833
14_cell_E08_fld8_22,9.602622744,4.705249977,10.66123582,8.963527291,10.04120007,7.848961883,9.030062169,10.20124257,3.345893108,7.357569741,10.54316983,10.13444044,6.137821257,11.52416188,9.558162352,11.52315625,8.445223477,7.108374037,10.86485768,4.796221408,6.290390846,6.736834775,4.543284905
14_cell_E08_fld8_24,7.810433706,3.977767982,10.47456794,6.424783458,8.507643135,5.721747326,6.894825503,8.633307922,2.275597787,5.689273396,5.156486636,9.181671462,4.542961441,9.828850046,6.593336212,8.750433294,6.804989603,5.608008203,8.916191611,3.618500124,5.885353516,7.24248646,3.642722849
14_cell_E08_fld8_25,8.452117836,4.017607959,10.10895164,7.331408872,8.660944112,6.370447708,7.105333916,8.842147821,2.065500923,6.165032398,4.162812198,9.415730733,5.048077097,10.16323192,7.346899443,9.357253205,7.100005603,5.95608472,9.433240442,2.407883875,5.681423098,7.564364286,5.014416252
14_cell_D06_fld2_1,7.107427634,4.237091118,9.657869963,5.43941368,8.588026847,4.84163602,7.447489063,9.71548211,-0.371826477,5.985529316,4.200544,8.865809145,3.867053708,10.38652466,7.396751616,9.484159368,7.43374299,5.252206328,7.770007718,-1.108342365,5.645108945,3.255612255,6.044773348
14_cell_D06_fld2_3,7.925804987,4.652514595,7.849380516,5.835758733,8.951393952,6.940716303,7.466560675,9.976071137,2.630419481,5.68965418,8.725631368,8.566964184,5.214101568,10.06747059,6.732727691,8.634972433,7.656232085,5.3797936,8.350249566,2.391270838,6.317186548,3.064466291,4.64339324
14_cell_D06_fld2_4,8.337482433,3.933160622,9.47026261,7.352170253,9.167824755,6.686722225,7.012279176,9.968598696,-0.371826477,5.800920538,5.628657469,8.756101117,5.2307369,10.58938619,7.759509144,9.67525648,7.652204047,4.973277702,7.958223273,-1.053309932,5.772806869,6.678328593,4.409235752
14_cell_D06_fld2_5,7.44921128,4.786948099,9.535872634,6.682439093,10.33501846,6.368036667,5.899187093,10.03019725,3.188787809,6.206204318,6.977687644,9.216765847,4.551130978,11.05491482,8.258581961,10.19612988,8.875064746,6.322210788,10.24314254,3.234164399,6.597557687,8.529601235,5.211952
14_cell_D06_fld2_7,8.233761963,3.694038647,9.264519698,4.926590496,8.821486915,6.941612082,7.383754399,9.21178575,-0.371826477,5.807843891,6.042597084,8.288276195,3.302251829,9.744197741,6.122355462,8.212522233,7.298627749,3.280337765,7.938956189,-1.108342365,5.613235537,1.511248144,3.774343896
14_cell_D06_fld2_8,8.180944632,3.392192341,10.36012196,6.178685475,8.804976755,6.614256144,7.188286363,9.530733445,-0.371826477,6.24017497,8.567478895,8.861116175,3.761613543,10.53362173,7.406001363,9.662860804,7.869905326,5.318749189,8.552627439,2.822702646,5.854277573,6.621077878,3.848748933
14_cell_D06_fld2_9,8.18226717,4.149835833,8.768544739,7.457671656,8.686309933,6.903768886,8.442750751,9.695054363,2.644699186,6.392455225,7.039575709,8.857290121,4.891386057,10.28716263,7.259080608,9.545910209,7.772514043,5.549515027,8.646295557,1.992751719,6.465427664,5.814655972,2.922548628
14_cell_D06_fld2_10,10.1928465,4.948532559,9.404386272,6.246390156,8.663078941,7.038523605,6.97203011,9.987478481,3.017315533,5.985358628,8.743016889,8.832977788,4.938134548,10.6867198,7.781870064,9.93014809,7.720094034,5.507625171,8.688765549,2.86425211,6.092326377,4.654537451,6.467743121
